FirmName,Year,EquityBonds Revenue,EquityBonds Rank,EquityBonds Market Share,"EquityBonds Number ofIssues"
Moore & Peterson,1986,721,80,0.1,3
McKenna & Co,1986,707.4,81,0.1,7
Goodwin Procter & Hoar,1986,698.7,82,0.1,17
McGuire Woods Battle & Boothe,1986,697.3,83,0.1,11
LeBoeuf Lamb Leiby & MacRae,1986,687.9,84,0.1,9
Milbank Tweed Hadley & McCloy,1986,625.9,85,0.1,5
Reavis & McGrath,1986,575.9,86,0.1,12
Miller Nash Wiener Hager Carlsen,1986,572.1,87,0.1,5
Mudge Rose Gutherie Alexander & Ferdon,1986,560.9,88,0.1,2
Morgan Lewis & Bockius,1986,552.5,89,0.1,9
Kirkpatrick & Lockhart LLP,1986,538.7,90,0.1,12
Robert M. Rogers,1986,531.9,91,0.1,7
Schnader Harrison Segal & Lewis,1986,526,92,0.1,4
Gardner Carton & Douglas,1986,518.2,93,0.1,7
Breed Abbott & Morgan,1986,505,94,0.1,8
Hale & Dorr LLP,1986,496.6,95,0.1,12
Brenman Epstein Rashkin & Friedlob,1986,491.3,96,0.1,1
Steel Hector & Davis (FL),1986,481.8,97,0.1,5
Baker & McKenzie,1986,468.6,98,0.1,8
Fried Frank Harris Shriver & Jacobson,1986,443.8,99,0.1,11
Snell & Wilmer,1986,424.1,100,0,4
R.P. Wolf (SC),1986,420.7,101,0,10
Corbin Silverman & Sanseverino,1986,420,102*,0,2
Dinsmore & Shohl,1986,420,102*,0,2
"Carro, Spanbock, Londin, Fass & Geller (NY)",1986,411.3,104,0,4
Mayer Brown & Platt,1986,397.8,105,0,9
Covington & Burling,1986,396.1,106,0,6
Oppenheimer Wolff & Donnelly,1986,393.8,107,0,5
Drinker Biddle & Reath LLP,1986,392.5,108,0,7
Andrews Kurth LLP,1986,391.6,109,0,5
Proskauer Rose Goetz & Mendelson,1986,362.2,110,0,6
Satterlee & Stephens,1986,345.7,111,0,2
"Keating, Muething & Klekamp (FL)",1986,342.4,112,0,4
Moot & Sprague,1986,339.3,113,0,3
"Thacher, Jones, Casey & Ratcliff (CA)",1986,338.6,114,0,4
Johnson & Swanson,1986,335.6,115,0,5
"Finley, Kumble, Wagner, Heine, Underberg",1986,331.8,116,0,16
"Elias, Matz, Tiernan & Herrick",1986,329.7,117,0,12
"Taft, Stettinius & Hollister (OH)",1986,327,118,0,3
"Smith, Mackinnon, Mathews & Horns",1986,325.1,119,0,2
"Thorp, Reed & Armstrong (PA)",1986,325,120,0,1
Hogan & Hartson,1986,321.4,121,0,11
"Day, Berry & Howard",1986,304.6,122,0,11
Dickinson Wright Moon Van Dusen,1986,299.5,123,0,2
"Dykema, Gossett, Spencer, Goodnow & Trigg",1986,298,124,0,5
Gipson Hoffman Pancione,1986,287,125,0,6
"Garvey, Schubert, Adams & Barer",1986,284.3,126,0,2
Sullivan & Worcester LLP,1986,280,127,0,5
"Orgain, Bell & Tucker",1986,274.3,128,0,3
"Huber, Lawrence & Abell",1986,273.9,129,0,3
Alston & Bird,1986,271,130,0,5
Baker & Daniels,1986,269.9,131,0,4
"Bachner, Tally, Polevoy & Misher",1986,254.6,132,0,11
Hansell & Post,1986,250.8,133,0,4
"Vorys, Sater, Seymour & Pease",1986,250,134,0,3
Leff & Jensen,1986,247.6,135,0,2
Gelberg & Abrams,1986,245.2,136,0,2
McBride Baker & Coles (IL),1986,245,137,0,2
"Shook, Hardy & Bacon (MO)",1986,236.5,138,0,3
Bryan Cave LLP,1986,235.9,139,0,7
Reboul MacMurray Hewitt Maynard & Kristol,1986,234.7,140,0,5
"Munger, Tolles & Rickershauser (CA)",1986,234.4,141,0,4
Zimet Haines Moss & Friedman,1986,226.7,142,0,4
"Silver, Freedman & Taff",1986,226.3,143,0,6
"Shackleford, Farrior, Stallings & Evans",1986,223.9,144,0,2
"Nutter, McClennen & Fish (MA)",1986,222.6,145,0,4
Miles & Stockbridge,1986,222.2,146,0,4
Gould & Willkie,1986,218.1,147,0,5
Lane Edson,1986,217,148,0,7
Housley Goldberg & Kantarian,1986,212.8,149,0,18
Gaston Snow Beekman Bogue,1986,208.8,150,0,3
Friedman & Koven (IL),1986,208.2,151,0,1
Cooley Godward Castro Huddleson & Tatum,1986,208,152,0,7
Smith Helms Mulliss & Moore,1986,202.8,153,0,4
"Chadbourne, Parke, Whiteside & Wolff",1986,201.6,154,0,2
Gottlieb & Schwartz,1986,200,155*,0,2
"Ogden, Robertson & Marshall",1986,200,155*,0,1
"Miller,Canfield,Paddock",1986,199.9,157,0,2
Seyfarth Shaw Fairweather & Geraldson,1986,199.1,158*,0,2
Shelby,1986,199.1,158*,0,2
Edwards & Angell,1986,199,160,0,3
"Sulloway, Hollis & Soden (NH)",1986,197.9,161,0,1
McGrath North O'Malley & Kratz,1986,196.8,162,0,1
Ballard Spahr Andrews & Ingersoll,1986,195.1,163,0,3
Squire Sanders & Dempsey (US) LLP,1986,194.8,164,0,3
Reed & Reed P.C.,1986,190.7,165,0,3
Buchanan Ingersoll Professional Corp,1986,189.6,166,0,3
Long Peterson & Zimmerman (DC),1986,187.7,167,0,3
"Spengler, Nathanson, Heyman, McCathy & Durfee",1986,186.5,168,0,6
"Choate, Hall & Stewart LLP",1986,184.1,169,0,3
Fulbright & Jaworski,1986,182.8,170,0,4
"Friday, Eldredge & Clark (AR)",1986,174.9,171,0,3
Shereff Friedman Hoffman & Goodman,1986,174.8,172,0,7
Stoel Rives Boley Jones & Grey,1986,172.2,173,0,3
"Olwine, Connelly, Chase, O'Donnell",1986,169.1,174,0,5
Arnold & Porter,1986,168.5,175,0,5
Hill Wynne Troop & Meisinger,1986,166.2,176,0,5
"Snow, Christensen & Martineau (UT)",1986,161.1,177,0,4
Barnes & Thornburg,1986,159.5,178,0,5
Hughes & Luce LLP,1986,159,179,0,4
Hawkins Delafield & Wood,1986,158.6,180,0,1
Morris Nichols Arsht & Tunnell,1986,153.6,181,0,3
Baker & Hostetler LLP,1986,153.2,182,0,2
Potter Anderson & Corroon (DE),1986,153.1,183,0,3
"Holtzmann,Wise & Shepard",1986,149,184,0,1
Bradley Arant Rose & White LLP,1986,148.6,185,0,4
"Davis, Graham & Stubbs",1986,145.4,186,0,3
Womble Carlyle Sandridge & Rice PLLC,1986,144.5,187,0,4
Porter Wright Morris & Arthur,1986,137.2,188,0,3
"Johnson, Bromberg & Leeds",1986,135.1,189,0,2
"Akin, Gump, Strauss, Hauer & Feld",1986,130.2,190,0,4
Fuller & Henry,1986,130,191,0,2
"Arnstein,Gluck,Lehr,Barron & *",1986,125,192*,0,1
"Eichhorn, Eichhorn & Link (IN)",1986,125,192*,0,1
Willcox Savage Dickson Hollis & Eley (VA),1986,124.4,194,0,1
Balch Bingham Baker Hawthorne & Ward,1986,124.1,195,0,1
Katten Muchin & Zavis (Borge & Pitt-IL),1986,124,196,0,4
Parker Chapin Flattau & Klimpl,1986,123.7,197,0,2
"Thompson, Hine & Flory",1986,123.2,198,0,4
"Harris, Beach, Wilcox, Rubin And Levey",1986,120.9,199,0,3
Bracewell & Patterson,1986,120,200,0,1
General Counsel,1987,82320.3,1,7.9,431
"Skadden, Arps, Slate, Meagher & Flom",1987,81908.4,2,7.9,103
"Cadwalader, Wickersham & Taft",1987,50029.9,3,4.8,64
Brown & Wood,1987,33966.7,4,3.3,42
Cleary Gottlieb Steen & Hamilton,1987,28986.6,5,2.8,48
"Brownstein,Zeidman & Schomer",1987,20178.5,6,2,1
Hunton & Williams,1987,14299.9,7,1.4,36
Latham & Watkins,1987,11184.6,8,1.1,19
"O'Connor, Cavanaugh, Anderson, Westover",1987,9413.9,9,0.9,20
Shearman & Sterling,1987,7940.2,10,0.8,20
Simpson Thacher & Bartlett,1987,6420.7,11,0.6,26
Johnson & Swanson,1987,6199.3,12,0.6,4
"Cravath, Swaine & Moore",1987,5975.7,13,0.6,24
"Kutak Rock (AZ,CO,DC,GA,NE)",1987,5928.4,14,0.6,8
Stroock & Stroock & Lavan,1987,5824.3,15,0.6,19
Webster & Sheffield,1987,5412.8,16,0.5,3
Sullivan & Cromwell,1987,4853.3,17,0.5,27
Milbank Tweed Hadley & McCloy,1987,3915.2,18,0.4,14
Davis Polk & Wardwell,1987,3685.3,19,0.4,17
"Paul, Weiss",1987,3380,20,0.3,14
O'Melveny & Myers,1987,3051,21,0.3,19
"Smith, Mackinnon, Mathews & Horns",1987,3000,22,0.3,1
Hughes Hubbard & Reed,1987,2557.1,23,0.3,5
Debevoise & Plimpton,1987,2556,24,0.3,11
Sidley & Austin,1987,2544.4,25,0.3,12
Gaston Snow & Ely Bartlett,1987,2530.3,26,0.2,12
Mudge Rose Gutherie Alexander & Ferdon,1987,2497.8,27,0.2,5
Wachtell Lipton Rosen & Katz,1987,2481.1,28,0.2,7
Ropes & Gray,1987,2376.2,29,0.2,15
White & Case LLP,1987,2288.1,30,0.2,12
Reid & Priest,1987,2278.4,31,0.2,11
Schiff Hardin & Waite,1987,2270.6,32,0.2,6
Hughes & Luce LLP,1987,2211.8,33,0.2,7
Willkie Farr & Gallagher,1987,2165.7,34,0.2,11
Chapman & Cutler,1987,2009.7,35,0.2,4
Barbour Goolsby & Spellman,1987,1689.8,36,0.2,5
Vinson & Elkins LLP,1987,1601.2,37,0.2,10
Morrison & Foerster,1987,1564.4,38,0.2,6
Orrick Herrington & Sutcliffe LLP,1987,1469.6,39,0.1,11
Winston & Strawn,1987,1409.4,40,0.1,5
Bell Boyd & Lloyd,1987,1381,41,0.1,3
Long Peterson & Zimmerman (DC),1987,1314.2,42,0.1,3
Mcdermott Will & Emery,1987,1246.2,43,0.1,9
"Akin, Gump, Strauss, Hauer & Feld",1987,1218.5,44,0.1,4
Breed Abbott & Morgan,1987,1191.3,45,0.1,7
Gibson Dunn & Crutcher,1987,1189.4,46,0.1,16
Dechert Price & Rhoads,1987,1180.2,47,0.1,8
Squire Sanders & Dempsey (US) LLP,1987,1174.6,48,0.1,4
Isham Lincoln & Beale,1987,1166.7,49,0.1,5
Pechner Dorfman Wolffe Rounick & Cabot,1987,1161.9,50,0.1,4
Drinker Biddle & Reath LLP,1987,1128.5,51,0.1,9
"Silver, Freedman & Taff",1987,1077.3,52,0.1,7
"Finley, Kumble, Wagner, Heine, Underberg",1987,1068.4,53,0.1,9
Shea & Gould,1987,1063.8,54,0.1,10
Bracewell & Patterson,1987,1025,55,0.1,4
McKenna & Co,1987,1019.2,56,0.1,5
Lane Edson,1987,992.5,57,0.1,7
"Miller,Canfield,Paddock",1987,985,58,0.1,3
Colton & Boykin,1987,944.7,59,0.1,4
Steel Hector & Davis (FL),1987,922.4,60,0.1,6
"Watson, Gammons & Fees (AL)",1987,918.9,61,0.1,1
Kirkland & Ellis,1987,882,62,0.1,9
Kelley Drye & Warren,1987,881.3,63,0.1,4
"Thacher, Jones, Casey & Ratcliff (CA)",1987,868.8,64,0.1,6
Sutherland Asbill & Brennan LLP,1987,860.6,65,0.1,5
Andrews Kurth LLP,1987,859.8,66,0.1,6
"Dewey, Ballantine, Bushby, Palmer & Wood",1987,837.4,67,0.1,7
"Keating, Muething & Klekamp (FL)",1987,772.1,68,0.1,3
Jones Day Reavis & Pogue,1987,763.7,69,0.1,12
Barrett Smith Schapiro Simon & Armstrong,1987,762.6,70,0.1,2
Katten Muchin & Zavis (Borge & Pitt-IL),1987,736.7,71,0.1,5
Wilson Sonsini Goodrich & Rosati,1987,692.3,72,0.1,12
Mayer Brown & Platt,1987,670.6,73,0.1,6
Troutman Sanders LLP,1987,648.8,74,0.1,5
Thompson & Knight PC,1987,629.2,75,0.1,10
Snell & Wilmer,1987,621.3,76,0.1,6
Brobeck Phleger & Hantson (CA),1987,619.9,77,0.1,16
"Semmes, Bowen & Semmes (MD)",1987,613.7,78,0.1,3
Faegre & Benson,1987,608.9,79,0.1,7
Pillsbury Madison & Sutro,1987,606.6,80,0.1,6
Honigman Miller Schwartz and Cohn (MI),1987,584,81,0.1,4
Gordon Hurwitz Butowsky,1987,583.1,82,0.1,3
Weil Gotshal & Manges,1987,573.7,83,0.1,6
Dickinson Wright Moon Van Dusen,1987,565.9,84,0.1,6
"Locke, Purnell, Boren, Laney, and Neely (TX)",1987,558.5,85,0.1,6
Haynes & Boone,1987,554.3,86,0.1,7
Venable Baetjer & Howard,1987,554.2,87,0.1,1
Baker & Botts,1987,553.1,88,0.1,7
Seward & Kissel (NY),1987,552,89,0.1,1
Hale & Dorr LLP,1987,531.6,90,0.1,5
Piper & Marbury,1987,529.6,91,0.1,14
"Winstead, Sechrest & Minick",1987,500,92,0.1,1
Individual,1987,488.9,93,0.1,16
Dorsey & Whitney LLP,1987,473,94,0.1,6
King & Spalding,1987,452,95,0,6
Lincoln & Beale (IL),1987,399.8,96,0,1
Clark & Stant P.C. (VA),1987,399.1,97,0,1
"Manatt, Phelps, Rothenberg & Phillips",1987,387.1,98,0,3
McGuire Woods Battle & Boothe,1987,384.9,99,0,3
"Schatz, Schatz, Ribicoff & Kotkin (CT)",1987,377.3,100,0,3
"Battle, Fowler, Haffin & Kheel (NY)",1987,367.1,101,0,3
Moot & Sprague,1987,364,102,0,2
Smith and Schnacke,1987,353.5,103,0,3
LeBoeuf Lamb Leiby & MacRae,1987,349.9,104,0,5
"Chadbourne, Parke, Whiteside & Wolff",1987,347.1,105,0,2
Bryan Cave LLP,1987,340.8,106,0,6
Bell Gully,1987,338.5,107,0,2
Edwards & Angell,1987,328.3,108,0,4
Stoel Rives Boley Jones & Grey,1987,324.5,109,0,5
"Spengler, Nathanson, Heyman, McCathy & Durfee",1987,320.3,110,0,4
Covington & Burling,1987,317,111,0,6
Stolar Partnership,1987,312.5,112,0,4
"Leff, Thornton, Katz, Rees & Mocciaro",1987,309.7,113,0,3
"Day, Berry & Howard",1987,290.9,114,0,7
Henderson Daily Withrow & DeVoe,1987,285.7,115,0,2
Ware & Freidenrich,1987,282.6,116,0,8
Reed & Reed P.C.,1987,274.9,117,0,3
Cahill Gordon & Reindel,1987,274.5,118,0,3
Eckert Seamans Cherin & Mellot,1987,272.2,119,0,10
Reboul MacMurray Hewitt Maynard & Kristol,1987,265.7,120,0,2
"Friday, Eldredge & Clark (AR)",1987,239.3,121,0,5
Arent Fox Kintner Plotkin & Kahn,1987,239.2,122,0,3
Hogan & Hartson,1987,237.1,123,0,4
Hansell & Post,1987,237,124,0,2
Perkins Coie,1987,236.8,125,0,5
Foley & Lardner,1987,234.4,126,0,6
"Trotter, Smith & Jacobs (GA)",1987,233.6,127,0,6
Stinson Mag & Fizzell,1987,224,128,0,2
"Davis, Graham & Stubbs",1987,221.1,129,0,5
"Worsham, Forsythe, Sampels & Wooldridge",1987,213.2,130,0,2
Cooley Godward Castro Huddleson & Tatum,1987,206.9,131,0,6
Arnold & Porter,1987,206.1,132,0,4
"Elias, Matz, Tiernan & Herrick",1987,202.2,133,0,12
Sonnenschein Carlin Nath & Rosenthal,1987,202,134,0,3
Schulte Roth & Zabel LLP,1987,201.6,135,0,3
Balch Bingham Baker Hawthorne & Ward,1987,200,136*,0,1
Russell E. Mahoney,1987,200,136*,0,1
"Wise, Carter, Child & Caraway",1987,200,136*,0,1
Gardner Carton & Douglas,1987,199.8,139,0,2
"Kaye, Scholer, Fierman, Hays & Handler",1987,199.7,140,0,4
Baker & Daniels,1987,199.6,141,0,2
"Munger, Tolles & Rickershauser (CA)",1987,189.8,142,0,2
"Dykema, Gossett, Spencer, Goodnow & Trigg",1987,188.9,143,0,3
Goodwin Procter & Hoar,1987,187.7,144,0,4
Baker & Hostetler LLP,1987,185.2,145,0,6
"Nixon, Yow, Waller & Capers (GA)",1987,170.9,146,0,4
Rosenblum Parish & Bacigalupi,1987,168.7,147,0,2
"Paul, Hasting & Janofsky",1987,167.2,148,0,4
"Weinberg, Zipser, Arbiter, Heller",1987,164.9,149,0,4
Gaston Snow Beekman Bogue,1987,164.7,150,0,3
Tyler Cooper & Alcorn,1987,162.4,151,0,2
Gardere & Wynne,1987,155,152,0,3
"Greenberg, Traurig, Askew",1987,154.4,153,0,5
Ballard Spahr Andrews & Ingersoll,1987,152.7,154,0,2
Pepper Hamilton & Scheetz,1987,150.2,155,0,2
"Dow, Lohnes & Albertson, (DC)",1987,150,156*,0,1
"Stoel, Rives, Boley, Fraser & Wyse",1987,150,156*,0,1
"Mitchell, Silberberg & Knupp",1987,149.8,158,0,4
Bingham Dana & Gould,1987,145.5,159,0,3
Powell Goldstein Frazer & Murphy,1987,143.6,160,0,5
Morgan Lewis & Bockius,1987,139.6,161,0,5
Fleischman & Walsh,1987,138,162,0,1
Irell & Manella,1987,136.3,163,0,4
Lord Day & Lord,1987,136,164,0,1
Foley Hoag & Eliot LLP,1987,135.1,165,0,5
Heller Ehrman White & McAuliffe,1987,130.1,166,0,5
Donovan Leisure Newton & Irvine,1987,125.5,167,0,2
"Jacobs, Persinger & Parker",1987,125.1,168,0,3
Miles & Stockbridge,1987,125,169,0,1
Townley & Updike (NY),1987,124.2,170,0,1
Reavis & McGrath,1987,123.4,171,0,4
Miller Nash Wiener Hager Carlsen,1987,120.2,172,0,4
Marks Murase & White,1987,119,173,0,2
"Witt, Gaither & Whitaker (TN)",1987,117.6,174,0,2
"Olwine, Connelly, Chase, O'Donnell",1987,116.4,175,0,2
"Howard & Howard Attorneys, P.C. (MI)",1987,115.5,176,0,1
Mcdermott & Trayner,1987,115,177,0,2
Testa Hurwitz & Thibeault,1987,113.2,178,0,10
Morris Nichols Arsht & Tunnell,1987,112.5,179,0,2
Riordan & McKinzie,1987,111.6,180,0,4
"Luce, Forward, Hamilton & Scripps",1987,110.5,181,0,2
"Graves, Dougherty, Hearon & Moody",1987,107,182,0,1
"Fox, Rothschild, O'Brien & Frankel",1987,106.5,183*,0,2
Shereff Friedman Hoffman & Goodman,1987,106.5,183*,0,2
Stradling Yocca Carlson & Rauth,1987,106.1,185,0,3
Pitney Hardin Kipp & Szuch,1987,105.8,186,0,2
Curtis Mallet-Prevost Colt & Mosle,1987,103.5,187,0,2
"Murtha, Collina, Richter & Pinney (CT)",1987,102.5,188,0,2
Bradley Arant Rose & White LLP,1987,100.7,189,0,3
Fulbright & Jaworski,1987,100,190*,0,1
"Hufstedler, Miller, Carlson & Bear",1987,100,190*,0,1
Miller & Martin,1987,100,190*,0,1
"Ogden, Robertson & Marshall",1987,100,190*,0,1
Rosenman Colin Freund Lewis & Cohen,1987,100,190*,0,1
Ryan & White,1987,100,190*,0,1
Weinberg & Green,1987,100,190*,0,2
Murphy & Posner (AZ),1987,99.9,197,0,1
Willcox Savage Dickson Hollis & Eley (VA),1987,99.6,198,0,1
Wiggin & Nourie (NH),1987,99,199,0,1
"Huber, Lawrence & Abell",1987,98.7,200*,0,1
McNair Law Firm,1987,98.7,200*,0,2
General Counsel,1988,222751.8,1,19,367
Brown & Wood,1988,67408.1,2,5.8,85
"Cadwalader, Wickersham & Taft",1988,55369.7,3,4.7,63
"O'Connor, Cavanaugh, Anderson, Westover",1988,39964.4,4,3.4,28
"Skadden, Arps, Slate, Meagher & Flom",1988,33839.4,5,2.9,69
Milbank Tweed Hadley & McCloy,1988,25274.5,6,2.2,30
Cleary Gottlieb Steen & Hamilton,1988,23464.6,7,2,28
Hunton & Williams,1988,20591,8,1.8,35
Stroock & Stroock & Lavan,1988,12727.5,9,1.1,35
Simpson Thacher & Bartlett,1988,12285.6,10,1.1,20
Davis Polk & Wardwell,1988,11897.9,11,1,30
Not Available,1988,7609,12,0.7,27
White & Case LLP,1988,5312,13,0.5,15
Latham & Watkins,1988,4798.8,14,0.4,14
Chapman & Cutler,1988,4381.8,15,0.4,8
Debevoise & Plimpton,1988,4381,16,0.4,11
Sullivan & Cromwell,1988,3996.4,17,0.3,22
"Cravath, Swaine & Moore",1988,3938.4,18,0.3,17
Gibson Dunn & Crutcher,1988,3884.6,19,0.3,16
"Kutak Rock (AZ,CO,DC,GA,NE)",1988,3014.1,20,0.3,7
Ropes & Gray,1988,2851.6,21,0.2,8
Schiff Hardin & Waite,1988,2750.7,22,0.2,6
O'Melveny & Myers,1988,2713.1,23,0.2,17
"Paul, Weiss",1988,2704.6,24,0.2,7
Fried Frank Harris Shriver & Jacobson,1988,2653.7,25,0.2,9
Gaston & Snow,1988,2623.7,26,0.2,11
Honigman Miller Schwartz and Cohn (MI),1988,2506.2,27,0.2,5
Orrick Herrington & Sutcliffe LLP,1988,2456.9,28,0.2,12
"Dewey, Ballantine, Bushby, Palmer & Wood",1988,2355,29,0.2,2
Shearman & Sterling,1988,2354,30,0.2,7
Sidley & Austin,1988,2233.4,31,0.2,11
Bell Boyd & Lloyd,1988,2099,32,0.2,5
"Thacher, Jones, Casey & Ratcliff (CA)",1988,2047.8,33,0.2,15
Mudge Rose Gutherie Alexander & Ferdon,1988,1947.8,34,0.2,3
Squire Sanders & Dempsey (US) LLP,1988,1903.9,35,0.2,2
Willkie Farr & Gallagher,1988,1878,36,0.2,11
Dechert Price & Rhoads,1988,1865,37,0.2,10
Seward & Kissel (NY),1988,1822.8,38,0.2,8
Miles & Stockbridge,1988,1707.6,39,0.2,4
Kirkland & Ellis,1988,1670.4,40,0.1,10
"Brownstein,Zeidman & Schomer",1988,1606.2,41,0.1,2
Wachtell Lipton Rosen & Katz,1988,1524,42,0.1,5
Johnson & Swanson,1988,1368.1,43,0.1,12
Cahill Gordon & Reindel,1988,1287.9,44,0.1,12
McKenna & Co,1988,1273.7,45,0.1,9
Barbour Goolsby & Spellman,1988,1216.9,46,0.1,5
King & Spalding,1988,1209.9,47,0.1,2
Morris Nichols Arsht & Tunnell,1988,1200,48,0.1,1
Baker & Daniels,1988,1199.2,49,0.1,5
Shereff Friedman Hoffman & Goodman,1988,1190,50,0.1,2
Thompson & Knight PC,1988,1153.2,51,0.1,8
Vinson & Elkins LLP,1988,1114.1,52,0.1,9
Reid & Priest,1988,1096.4,53,0.1,7
"Semmes, Bowen & Semmes (MD)",1988,1095.2,54,0.1,3
Reed & Reed P.C.,1988,1033,55,0.1,2
"Miller,Canfield,Paddock",1988,1025.2,56,0.1,4
"Elias, Matz, Tiernan & Herrick",1988,968.8,57,0.1,7
"Worsham, Forsythe, Sampels & Wooldridge",1988,851.6,58,0.1,3
Goodwin Procter & Hoar,1988,815,59,0.1,8
Baker & Hostetler LLP,1988,743.9,60,0.1,2
Kirkpatrick & Lockhart LLP,1988,743.4,61,0.1,8
"Akin, Gump, Strauss, Hauer & Feld",1988,720,62,0.1,1
Bryan Cave LLP,1988,683.3,63,0.1,16
Rosenman Colin Freund Lewis & Cohen,1988,603.8,64,0.1,1
"Berlack, Israels & Liberman (PA)",1988,601.9,65,0.1,3
Mayer Brown & Platt,1988,597.1,66,0.1,4
Arnold & Porter,1988,588.9,67,0.1,5
Perkins Coie,1988,580.3,68,0.1,5
"Baskin,Flaherty,Elliot & Mann*",1988,547.1,69,0.1,2
Moot & Sprague,1988,544.7,70,0.1,2
Dorsey & Whitney LLP,1988,517.4,71,0,3
Morrison & Foerster,1988,504.8,72,0,2
Andrews Kurth LLP,1988,500,73*,0,3
Katten Muchin & Zavis (Borge & Pitt-IL),1988,500,73*,0,1
McGuire Woods Battle & Boothe,1988,460,75,0,4
Hogan & Hartson,1988,458,76,0,9
Lord Day & Lord,1988,450.1,77,0,5
"Chadbourne, Parke, Whiteside & Wolff",1988,449.3,78,0,2
Jones Day Reavis & Pogue,1988,439.7,79,0,5
Shea & Gould,1988,433.8,80,0,1
Baker & Botts,1988,412.3,81,0,3
Blackwell Sanders Matheny Weary,1988,410,82,0,2
"Keating, Muething & Klekamp (FL)",1988,404.9,83*,0,1
Robert M. Rogers,1988,404.9,83*,0,5
Gordon Hurwitz Butowsky,1988,398.5,85,0,2
"Silver, Freedman & Taff",1988,380.4,86,0,6
Eckert Seamans Cherin & Mellot,1988,375.8,87,0,9
"Harris, Beach, Wilcox, Rubin And Levey",1988,374.6,88,0,1
Steel Hector & Davis (FL),1988,373.9,89,0,3
Piper & Marbury,1988,362.6,90,0,15
Stinson Mag & Fizzell,1988,348.7,91,0,2
Morgan Lewis & Bockius,1988,338.3,92,0,6
Kutak Rock,1988,337.7,93,0,1
LeBoeuf Lamb Leiby & MacRae,1988,333.5,94*,0,3
Sullivan & Worcester LLP,1988,333.5,94*,0,3
Individual,1988,318.9,96,0,11
Wilson Sonsini Goodrich & Rosati,1988,316.7,97,0,13
"Day, Berry & Howard",1988,308.1,98,0,5
Faegre & Benson,1988,299.4,99,0,3
Haynes & Boone,1988,290,100,0,2
R.P. Wolf (SC),1988,286.7,101,0,4
Buchanan Ingersoll Professional Corp,1988,274.6,102,0,2
Bracewell & Patterson,1988,266.2,103,0,2
Donovan Leisure Newton & Irvine,1988,264.2,104,0,3
Edwards & Angell,1988,261.4,105,0,2
Drinker Biddle & Reath LLP,1988,250.2,106,0,4
Covington & Burling,1988,250,107,0,5
Porter Wright Morris & Arthur,1988,249.5,108,0,2
Lane Edson,1988,249.3,109*,0,2
Winston & Strawn,1988,249.3,109*,0,1
"Munger, Tolles & Rickershauser (CA)",1988,248.9,111,0,2
Sutherland Asbill & Brennan LLP,1988,243.3,112,0,4
Carter & Associates,1988,237.5,113,0,4
"Battle, Fowler, Haffin & Kheel (NY)",1988,225,114*,0,1
Corbin Silverman & Sanseverino,1988,225,114*,0,2
Holme Roberts & Owen,1988,221.6,116,0,2
Weil Gotshal & Manges,1988,215.1,117,0,3
Hughes Hubbard & Reed,1988,207.7,118,0,3
Riordan & McKinzie,1988,205.5,119,0,4
Breed Abbott & Morgan,1988,200,120*,0,1
Stolar Partnership,1988,200,120*,0,1
Foley & Lardner,1988,198.8,122,0,3
Balch Bingham Baker Hawthorne & Ward,1988,198.3,123,0,2
Hughes & Luce LLP,1988,197.7,124,0,1
Thacher Proffitt & Wood,1988,196.2,125,0,3
"Davis, Graham & Stubbs",1988,187.1,126,0,3
Ballard Spahr Andrews & Ingersoll,1988,182.7,127,0,3
Wilmer Cutler & Pickering,1988,170,128,0,1
"Locke, Purnell, Boren, Laney, and Neely (TX)",1988,168.5,129,0,3
"Paul, Hasting & Janofsky",1988,158.9,130,0,3
Lowenstein Sandler Kohl Fisher & Boylan,1988,154.9,131,0,2
Silver & Solomon,1988,150,132,0,1
Wiggin & Nourie (NH),1988,149.8,133,0,1
"Kaye, Scholer, Fierman, Hays & Handler",1988,149.4,134*,0,3
"Rooks, Pitts & Poust",1988,149.4,134*,0,1
Gs,1988,149.3,136,0,1
Jenkens & Gilchrist,1988,141.2,137,0,2
Barrett Smith Schapiro Simon & Armstrong,1988,137.4,138,0,2
Kronish Lieb Weiner & Hellman,1988,132,139,0,3
Matthews & Branscomb,1988,128,140,0,6
"Thompson, Hine & Flory",1988,126.4,141,0,2
"Brown, Todd & Heyburn",1988,125,142,0,1
Neal Gerber & Eisenberg,1988,122.5,143*,0,3
Richards O'Neil & Allegaert (NY),1988,122.5,143*,0,2
Winthrop Stimson Putnam & Roberts,1988,119.9,145,0,2
Hale & Dorr LLP,1988,111.7,146,0,6
Lindquist & Vennum,1988,110,147,0,1
Graham & James,1988,108,148,0,1
"Fox, Rothschild, O'Brien & Frankel",1988,106.8,149,0,1
Barrett & McNagny,1988,105.1,150,0,1
"Leff, Thornton, Katz, Rees & Mocciaro",1988,104.9,151,0,1
"Ray, Quinney & Nebeker (UT)",1988,101,152,0,1
"Greenberg, Glusker, Fields, Claman",1988,100,153*,0,1
"Leff,Katz,Rees & Mocciaro",1988,100,153*,0,1
Pillsbury Madison & Sutro,1988,100,153*,0,2
Reavis & McGrath,1988,100,153*,0,1
"Friday, Eldredge & Clark (AR)",1988,99.8,157,0,2
"Ogden, Robertson & Marshall",1988,99.7,158,0,1
Waring & Cox,1988,99.6,159,0,1
"Miro, Miro & Weiner",1988,99.1,160,0,1
